CHART_ID,SONG_ID,POSITION,STREAMS
regional-ee-weekly-2021-12-23,5fhn8aAo9FAl1pVLsMPOPk,109.0,7699
regional-za-weekly-2021-12-23,5uEYRdEIh9Bo4fpjDd4Na9,178.0,26251
regional-de-weekly-2021-09-16,2u6bOElAumW6DiNbOv69we,53.0,841448
regional-id-weekly-2021-12-23,5rW7qTn83sCKtqBoneJs63,154.0,292113
regional-de-weekly-2021-12-02,285pBltuF7vW8TeWk8hdRR,200.0,448016
regional-sg-weekly-2021-12-23,3qCeq0rWK67SoBDgFd2sId,58.0,79755
regional-ar-weekly-2021-12-23,1b62AO1IzcVr5SOgoguc9o,152.0,292354
regional-es-weekly-2021-12-23,1Crj1zkRMpsEjb9NOR6Zof,159.0,313827
regional-de-weekly-2021-02-11,3a39XsnQ0ALi9AWTGBU3wH,55.0,736962
regional-it-weekly-2021-12-23,4kKdvXD0ez7jp1296JmAts,56.0,649129
regional-de-weekly-2021-02-25,20E9gUmSgH8SBCMevHItbk,184.0,432426
regional-tr-weekly-2021-12-23,6Uj1ctrBOjOas8xZXGqKk4,66.0,460662
regional-de-weekly-2021-03-18,54OBgO0Xwu20Jak9TMXbR7,22.0,1310411
regional-de-weekly-2021-09-23,0e8nrvls4Qqv5Rfa2UhqmO,18.0,1705227
regional-de-weekly-2021-02-18,7fBv7CLKzipRk6EC6TWHOB,172.0,407078
regional-at-weekly-2021-12-23,0247StOpd3AkeBQzANX4Zf,25.0,168496
regional-de-weekly-2021-03-18,1J14CdDAvBTE1AJYUOwl6C,34.0,1146939
regional-de-weekly-2021-09-30,7fAzrCS4F29tUvXxi4PcRR,47.0,967164
regional-gr-weekly-2021-12-23,4kKdvXD0ez7jp1296JmAts,123.0,44377
regional-sv-weekly-2021-12-23,35wvL50xvKpCHEJPxLOLPI,29.0,49075
regional-at-weekly-2021-12-23,5Q2P43CJra0uRAogjHyJDK,131.0,56622
regional-de-weekly-2021-03-18,5uEYRdEIh9Bo4fpjDd4Na9,113.0,526937
regional-nl-weekly-2021-12-23,6a1hzBiTkgqTsDA0Xgfh9z,137.0,230836
regional-uy-weekly-2021-12-23,3xv8JksRyqHa1lwkM9xvJf,61.0,40511
regional-es-weekly-2021-12-23,6dmXZ9B5HdFAyzHeTneYBK,4.0,2102230
regional-lv-weekly-2021-12-23,4RVwu0g32PAqgUiJoXsdF8,89.0,10639
regional-it-weekly-2021-12-23,1TrjxEcRPHvaLF3saKCSs4,159.0,342287
regional-de-weekly-2021-10-07,2JRwJCjJN8cFB9zfmKUIK9,143.0,442329
regional-de-weekly-2021-04-29,2kvJnNMqnimkCZUUWjOINy,135.0,467117
regional-ch-weekly-2021-12-23,2xGO2UjzxeVQSIkyg98vck,40.0,125432
regional-bg-weekly-2021-12-23,1bwLTopYsL8A0j0fg7fi79,88.0,9090
regional-my-weekly-2021-12-23,1is8gU4RVcN4J8xItxWoOY,65.0,90011
regional-gr-weekly-2021-12-23,0bhrPL81L7LUzscwnjjqgb,180.0,33605
regional-gb-weekly-2021-12-23,0ofHAoxe9vBkTCp2UQIavz,171.0,453302
regional-gb-weekly-2021-12-23,2vXKRlJBXyOcvZYTdNeckS,189.0,425261
regional-ch-weekly-2021-12-23,2B4GHvToeLTOBB4QLzW3Ni,13.0,239259
regional-br-weekly-2021-12-23,46HNZY1i7O6jwTA7Slo2PI,198.0,783458
regional-de-weekly-2021-10-28,5A5bLKdL5I3k3FTEQlAUw7,166.0,410716
regional-nz-weekly-2021-12-23,2BFZeaXr1mWCQkC4I3ZKvc,83.0,85399
regional-bo-weekly-2021-12-23,7iqOIHHEmu6Vhw25GgQ2eA,44.0,43014
regional-de-weekly-2021-03-11,4KPYXZUCKYLEEcGmKN4Exs,157.0,445279
regional-de-weekly-2021-08-19,1YHjRAptXqPdsdx3g6FNJL,38.0,1043438
regional-sa-weekly-2021-12-23,3DBLrqr306UI8Lp7Z48n64,58.0,25245
regional-it-weekly-2021-12-23,3nAp4IvdMPPWEH9uuXFFV5,118.0,423510
regional-lu-weekly-2021-12-23,1uh1iaMqBdx4XyrXhssKGD,157.0,3930
regional-ec-weekly-2021-12-23,2gQPv5jvVPqU2a9HhMNO1v,66.0,73406
regional-us-weekly-2021-12-23,69AIpwGNLxr4qS1X5ynx60,145.0,1955262
regional-nz-weekly-2021-12-23,0W6I02J9xcqK8MtSeosEXb,114.0,70254
regional-de-weekly-2021-02-04,0Xh6R6XLoTDRBYriQRgkHj,122.0,489003
regional-pa-weekly-2021-12-23,4fouWK6XVHhzl78KzQ1UjL,54.0,24941
regional-co-weekly-2021-12-23,4fouWK6XVHhzl78KzQ1UjL,111.0,128110
regional-pe-weekly-2021-12-23,2KcNrONbZ0hvBPjvrDO2tx,64.0,170050
regional-lt-weekly-2021-12-23,6I3mqTwhRpn34SLVafSH7G,142.0,9730
regional-py-weekly-2021-12-23,6D2TCm4nf5nxAcdGJ7w3QP,27.0,131104
regional-us-weekly-2021-12-23,7vQbuQcyTflfCIOu3Uzzya,2.0,9746273
regional-pa-weekly-2021-12-23,6ir7eTY0q6d1J0zCFQguRp,176.0,13660
regional-de-weekly-2021-07-29,75J8OuOkEyMIG9scAuuwew,64.0,753303
regional-de-weekly-2021-05-27,5JCoSi02qi3jJeHdZXMmR8,187.0,407479
regional-de-weekly-2021-07-01,4rs0jr2tC1Qg32Fm7zfdsT,62.0,806620
regional-de-weekly-2021-10-14,2kvJnNMqnimkCZUUWjOINy,194.0,379840
regional-bo-weekly-2021-12-23,47ZS1OjnJpJVfGN9yHXfMn,101.0,23752
regional-hn-weekly-2021-12-23,5J7teKIJGtqVypgYI6sqXj,36.0,35126
regional-de-weekly-2021-05-06,2PXsEQHgJxizSDNO4MOM7i,169.0,444038
regional-nl-weekly-2021-12-23,2TE4xW3ImvpltVU0cPcKUn,43.0,612408
regional-de-weekly-2021-07-22,4ZtFanR9U6ndgddUvNcjcG,8.0,2678284
regional-ph-weekly-2021-12-23,1qE8DOtw7zdXHMgZm20eLM,26.0,781358
regional-gr-weekly-2021-12-23,7AZ8APzmxt0McQXnEXBq44,117.0,45574
regional-ma-weekly-2021-12-23,0iPf1xVxV7rlbG4wn3ANFa,189.0,12807
regional-co-weekly-2021-12-23,41wtwzCZkXwpnakmwJ239F,91.0,138984
regional-pa-weekly-2021-12-23,2JPLbjOn0wPCngEot2STUS,2.0,95876
regional-de-weekly-2021-05-20,7mrWTjhYctgEQb0lJKrVWy,108.0,554893
regional-dk-weekly-2021-12-23,3uUuGVFu1V7jTQL60S1r8z,49.0,240154
regional-de-weekly-2021-07-15,46lyJh9GYmWsHez3EsvmAx,116.0,511086
regional-ua-weekly-2021-12-23,7vbXtUsr3lSZtBzwL6lpVg,73.0,48199
regional-de-weekly-2021-04-01,3iw6V4LH7yPj1ESORX9RIN,6.0,2806959
regional-pa-weekly-2021-12-23,1ZcrHpBbILPNfhBtPhQVHh,114.0,17500
regional-eg-weekly-2021-12-23,7IyjPiblGU4K3drFcYJ8NF,140.0,15708
regional-de-weekly-2021-03-18,5HxG2PTsxxGu0sfCKJjdc0,130.0,487373
regional-fi-weekly-2021-12-23,2gpWyfu7eZ01zzncHpxOtA,48.0,119174
regional-uy-weekly-2021-12-23,2ttUrgPFiyWOHxbauXSVRo,71.0,33173
regional-ca-weekly-2021-12-23,5nujrmhLynf4yMoMtj8AQF,105.0,397238
regional-de-weekly-2021-02-18,4NOZ35Dhucr6UlVyLOtktd,175.0,405150
regional-dk-weekly-2021-12-23,08DRJJkg62i1wKVyUNEHkG,167.0,82287
regional-ar-weekly-2021-12-23,7JZ5mOTea5T4LH0UdwCsWx,31.0,943218
regional-is-weekly-2021-12-23,2X5noCM9Klrm4zXfyyPdRN,63.0,16978
regional-ma-weekly-2021-12-23,74pqrChQfI9uj9o2qVDSFE,147.0,14871
regional-de-weekly-2021-06-10,5TGcyccg8Hkgn9jB7gUpMN,163.0,428591
regional-de-weekly-2021-10-21,0eu4C55hL6x29mmeAjytzC,43.0,1087164
regional-de-weekly-2021-07-01,3xIIocavhIlmekIUgtIhwp,52.0,898452
regional-ch-weekly-2021-12-23,02MWAaffLxlfxAUY7c5dvx,9.0,245051
regional-de-weekly-2021-01-07,7hr6WRm7HUlVdkfnhSTm0G,169.0,372750
regional-de-weekly-2021-01-14,0wRwqg0ezwvDWu1NaekiCf,123.0,469056
regional-de-weekly-2021-06-03,32AVIHCkuXtSYGmC3pbdwg,183.0,425939
regional-cz-weekly-2021-12-23,3kMNvdUIubKSlHvSTrMivo,18.0,159768
regional-ua-weekly-2021-12-23,2EjXfH91m7f8HiJN1yQg97,52.0,57058
regional-mx-weekly-2021-12-23,2LXOSAYiSrTfIf8smheLaz,190.0,760820
regional-de-weekly-2021-03-11,0D75ciM842cdUMKSMfAR9y,132.0,483158
regional-fi-weekly-2021-12-23,7uoFMmxln0GPXQ0AcCBXRq,2.0,412776
regional-fi-weekly-2021-12-23,2DnfYBSG1cEcEYieldgp2X,89.0,79198
regional-sk-weekly-2021-12-23,1foCxQtxBweJtZmdxhEHVO,156.0,20687
regional-de-weekly-2021-02-11,51Of5p3lKZeOg6itfs4og4,75.0,633584
regional-ch-weekly-2021-12-23,3Kkjo3cT83cw09VJyrLNwX,90.0,72229
regional-ru-weekly-2021-12-23,5XFPXH2ieaL05Xgsati1JJ,151.0,160295
regional-de-weekly-2021-11-04,47Ovil2A3Rgq17Y4NkNU8v,177.0,408310
regional-de-weekly-2021-01-21,5iXOx6eqEtyuFLS6WeepSU,89.0,582198
regional-be-weekly-2021-12-23,47ohYW8e7dxCYn9qbUMBCI,,70106
regional-hk-weekly-2021-12-23,78TbTvePaJ6FFdwSMSXARy,11.0,124204
regional-fi-weekly-2021-12-23,5T4wJfpwn3sEJdA4OovEfR,14.0,238538
regional-ru-weekly-2021-12-23,07OqyOeHz7LOGVuXUx4pr3,25.0,363187
regional-se-weekly-2021-12-23,1YsPk1azV0qD5VtWhfpZ3M,127.0,223072
regional-ae-weekly-2021-12-23,3uUuGVFu1V7jTQL60S1r8z,57.0,17348
regional-dk-weekly-2021-12-23,4so0Wek9Ig1p6CRCHuINwW,48.0,244268
regional-de-weekly-2021-10-21,6M3PsepEj5gyJoIi7Xvr7u,67.0,696261
regional-ma-weekly-2021-12-23,5xQjkh8HwTSGAeQErejyhQ,86.0,21402
regional-de-weekly-2021-11-18,1m0UFnuTktOkksvjbF9z0m,155.0,427792
regional-de-weekly-2021-06-03,2UbVnbE5FH6008mAm6Mmgw,47.0,1088812
regional-de-weekly-2021-10-28,4gvrJnKCKIPiacNsWVQwEU,43.0,1119159
regional-ie-weekly-2021-12-23,0xPaZrF25ltzvz1a2Pm5DQ,169.0,53157
regional-de-weekly-2021-06-10,7N06jo3EnV792VFaG8vuW6,183.0,395256
regional-id-weekly-2021-12-23,31ECplyzYRmbQihescMh6N,61.0,553389
regional-lv-weekly-2021-12-23,0bYg9bo50gSsH3LtXe2SQn,1.0,39813
regional-hu-weekly-2021-12-23,4vtPjmwiNXDg7DOfB3gLet,92.0,53268
regional-de-weekly-2021-04-01,4iJyoBOLtHqaGxP12qzhQI,3.0,3330847
regional-de-weekly-2021-11-18,03nQNoiwFHU8wZ9EetL5vf,100.0,575623
regional-ua-weekly-2021-12-23,2IMrzJTRHGndoUbM39QIJ7,41.0,64214
regional-hu-weekly-2021-12-23,30ezZEzXPCyUUv8Rr8lnB4,96.0,51912
regional-cy-weekly-2021-12-23,4Sng3wnol2Gb2yXgFdr9lj,100.0,4543
regional-hk-weekly-2021-12-23,37BZB0z9T8Xu7U3e65qxFy,186.0,25538
regional-de-weekly-2021-08-26,4tow4iBkVBJvmvMohCygQH,117.0,491398
regional-mx-weekly-2021-12-23,7A07Yu1dRND3RKDzbhKrDs,131.0,875895
regional-ua-weekly-2021-12-23,7LkTLR34uSq0CJsDyqJSXH,78.0,45929
regional-de-weekly-2021-10-07,1f3yAtsJtY87CTmM8RLnxf,176.0,392053
regional-kr-weekly-2021-12-23,4YTvuLSqKshDOJvwyDmAYS,167.0,11736
regional-ua-weekly-2021-12-23,0So2sgVa8aJiARPl2P29u2,67.0,49362
regional-de-weekly-2021-05-13,1EHUQesfVKwbthtNcpBi9g,112.0,554686
regional-de-weekly-2021-12-30,6cx06DFPPHchuUAcTxznu9,192.0,513978
regional-de-weekly-2021-10-21,4KDNRh9Oor80z3XIxdWlui,159.0,421449
regional-nl-weekly-2021-12-23,0lizgQ7Qw35od7CYaoMBZb,7.0,1245624
regional-cz-weekly-2021-12-23,0247StOpd3AkeBQzANX4Zf,123.0,55756
regional-de-weekly-2021-06-10,6DiaHETMcKdX7FwuGXwp1O,8.0,2182155
regional-bg-weekly-2021-12-23,5oE4QPgCrAs3itnmj2GmsM,149.0,7240
regional-de-weekly-2021-03-11,2Oycxb8QbPkpHTo8ZrmG0B,60.0,817853
regional-de-weekly-2021-04-08,5nujrmhLynf4yMoMtj8AQF,96.0,553819
regional-ca-weekly-2021-12-23,5wANPM4fQCJwkGd4rN57mH,120.0,362009
regional-de-weekly-2021-06-10,2pPO9YecZimmuVQfIzfV6U,30.0,1241708
regional-de-weekly-2021-02-11,4saklk6nie3yiGePpBwUoc,113.0,476669
regional-ru-weekly-2021-12-23,5YDBHDEIgWkfairCJgGApW,20.0,381199
regional-id-weekly-2021-12-23,59c0HrzmHfyQs6LgDw5cHe,77.0,447581
regional-ae-weekly-2021-12-23,6Dy1jexKYriXAVG6evyUTJ,198.0,9249
regional-ae-weekly-2021-12-23,3FAJ6O0NOHQV8Mc5Ri6ENp,77.0,15035
regional-sa-weekly-2021-12-23,3zBmOxmTNgDppTO55zlXZf,160.0,14759
regional-de-weekly-2021-01-21,6i7zAdNhzUN2k1HcrBxPHG,19.0,1448523
regional-be-weekly-2021-12-23,1Qi2wh8fFgDV7tl4Sj3f2K,,78250
regional-es-weekly-2021-12-23,7xapw9Oy21WpfEcib2ErSA,151.0,320187
regional-cr-weekly-2021-12-23,4r9jkMEnArtWGH2rL2FZl0,32.0,73158
regional-co-weekly-2021-12-23,4s3clr8iaefWqqPxHGKZj1,72.0,161102
regional-de-weekly-2021-09-09,0G5x5rALxKOkwicMjKta79,91.0,649034
regional-de-weekly-2021-04-22,4NOSbom2QAjXJoyoJZehGe,13.0,1804835
regional-de-weekly-2021-09-16,1Oc3U3AerpJD0WURqqWaae,122.0,496311
regional-de-weekly-2021-09-09,51S7lhJk6AHiFg0PhJupfz,42.0,1005666
regional-ec-weekly-2021-12-23,4gzsuuZypVbxs0Af1LSZyB,2.0,305101
regional-de-weekly-2021-11-04,2r9gIpt17PhZv0y2nCpFHC,29.0,1287135
regional-de-weekly-2021-01-28,5Hplvh1ZoVp6SNPvLIpcgS,21.0,1278872
regional-pe-weekly-2021-12-23,2vmfvSoZBFAt9hhRoEByLi,9.0,510810
regional-be-weekly-2021-12-23,2Xr1dTzJee307rmrkt8c0g,,227428
regional-pe-weekly-2021-12-23,5Z9KJZvQzH6PFmb8SNkxuk,49.0,224687
regional-kr-weekly-2021-12-23,7sMBvZCSUl99bJLXZaLa0b,52.0,22925
regional-tr-weekly-2021-12-23,4EstSHM71cWOVCvIG4pTVB,175.0,273611
regional-se-weekly-2021-12-23,1SV1fxF65n9NhRHp3KlBuu,125.0,225905
regional-de-weekly-2021-04-22,5GUV8sDq4o2UnZn4NJJMBq,109.0,533802
regional-hu-weekly-2021-12-23,5UlnuulVAVmmesw4VzqHdG,125.0,43558
regional-de-weekly-2021-12-30,5iddrTFG7zJ4g9UkgpPxJv,156.0,597872
regional-de-weekly-2021-09-30,4rewc9tTT02T7Tfxpd0mo4,197.0,371183
regional-ph-weekly-2021-12-23,3Kkjo3cT83cw09VJyrLNwX,158.0,235691
regional-be-weekly-2021-12-23,3Wrjm47oTz2sjIgck11l5e,,145554
regional-de-weekly-2021-12-09,3iMRGDhn0ghHIUMmlKrJOh,112.0,648972
regional-ni-weekly-2021-12-23,3DarAbFujv6eYNliUTyqtz,84.0,12331
regional-at-weekly-2021-12-23,3axf24Va6v6MrdoTr7l8Te,151.0,50035
regional-de-weekly-2021-08-05,5CqkgDH8QZjSqqI3HmYxDD,90.0,580278
regional-de-weekly-2021-03-25,50Td3qilgs8BLtv8mHyT1t,162.0,445720
regional-de-weekly-2021-11-04,6Dy1jexKYriXAVG6evyUTJ,30.0,1253169
regional-fi-weekly-2021-12-23,0rcZQ6JZa6nBKPZknprI5l,168.0,49851
regional-de-weekly-2021-11-25,5PjdY0CKGZdEuoNab3yDmX,14.0,1884390
regional-vn-weekly-2021-12-23,5U30iZBlmxkpHqzb1OSnBS,163.0,38977
regional-de-weekly-2021-12-23,5Z9KJZvQzH6PFmb8SNkxuk,48.0,1366326
regional-de-weekly-2021-02-11,7tUTCcqkMCnC9qLqbQeI0T,87.0,543822
regional-de-weekly-2021-12-30,5LssLZIagFBWRJJpxia7dU,84.0,932873
regional-cz-weekly-2021-12-23,6OkEPwKbjlZTOvCheJcJEH,120.0,57329
regional-tr-weekly-2021-12-23,4a1WLOoydq7u011UG9jjC9,33.0,719457
regional-tw-weekly-2021-12-23,6XY80Ofqd8j0SGiEdRLwCp,65.0,89613
regional-de-weekly-2021-09-09,7Jnnsir5gWEOgEouBjkFH1,105.0,608405
regional-ni-weekly-2021-12-23,5QO79kh1waicV47BqGRL3g,156.0,8966
regional-nl-weekly-2021-12-23,3Wrjm47oTz2sjIgck11l5e,133.0,234784
regional-de-weekly-2021-02-04,5uEYRdEIh9Bo4fpjDd4Na9,142.0,450960
regional-de-weekly-2021-08-19,0XpTuvT4Yueddiv20w6M9a,44.0,960961
regional-de-weekly-2021-02-11,6f3Slt0GbA2bPZlz0aIFXN,4.0,2048121
regional-bo-weekly-2021-12-23,1ycIhjQ4fQp2WqNFpSDEcX,148.0,19538
regional-de-weekly-2021-01-14,2MlOUXmcofMackX3bxfSwi,29.0,1079674
regional-it-weekly-2021-12-23,1IcR6RlgvDczfvoWJSSY2A,75.0,540553
regional-pl-weekly-2021-12-23,5jFlj0Gzkk7mxdi8e4IlXx,75.0,426468
regional-de-weekly-2021-04-29,2WRTnY0slmFgWcrmEr8dPj,109.0,538098
regional-de-weekly-2021-11-18,02MWAaffLxlfxAUY7c5dvx,6.0,2378532
regional-jp-weekly-2021-12-23,5dCWwd6RUQPxVZZ1igVvn6,176.0,207581
regional-jp-weekly-2021-12-23,6y4GYuZszeXNOXuBFsJlos,67.0,389599
regional-de-weekly-2021-08-05,2H7jZg2HliuQhZjfBblLrZ,4.0,3664941
regional-de-weekly-2021-01-28,2gMXnyrvIjhVBUZwvLZDMP,174.0,411552
regional-bg-weekly-2021-12-23,5nYuCvuoBfbxXlNy95iBch,170.0,6813
regional-de-weekly-2021-11-25,1zqZcPZmQNxXBM7l9vfmnK,58.0,922689
regional-mx-weekly-2021-12-23,4OwhwvKESFtuu06dTgct7i,25.0,1977399
regional-ua-weekly-2021-12-23,07OqyOeHz7LOGVuXUx4pr3,26.0,73120
regional-de-weekly-2021-02-04,0u2P5u6lvoDfwTYjAADbn4,177.0,408498
regional-de-weekly-2021-11-04,3gUVLJZ0JoGRuoRNUCIYsI,88.0,643833
regional-sv-weekly-2021-12-23,6Uj1ctrBOjOas8xZXGqKk4,106.0,26210
regional-de-weekly-2021-06-03,28tBoBognmn3BBdfjPzSw9,10.0,1952517
regional-de-weekly-2021-08-26,67khZBWjxlHg85xcwdySjS,100.0,549207
regional-lv-weekly-2021-12-23,1IcR6RlgvDczfvoWJSSY2A,10.0,28338
regional-de-weekly-2021-10-07,3FeVmId7tL5YN8B7R3imoM,53.0,914477
regional-gb-weekly-2021-12-23,7fUYUcWy853HS8YJn0b3Sr,18.0,2408200
regional-gb-weekly-2021-12-23,2TE4xW3ImvpltVU0cPcKUn,6.0,3403743
regional-de-weekly-2021-04-15,5yUzqd3H7cmJ1no6B4uTzu,95.0,586414
regional-co-weekly-2021-12-23,7al6OaakdGoXtEGRy05lgu,114.0,125568
regional-be-weekly-2021-12-23,0e8nrvls4Qqv5Rfa2UhqmO,,178016
regional-de-weekly-2021-12-30,4fzyvSu73BhGvi96p2zwjL,39.0,1471331
regional-de-weekly-2021-06-10,0b18g3G5spr4ZCkz7Y6Q0Q,38.0,1146986
regional-ro-weekly-2021-12-23,5E30LdtzQTGqRvNd7l6kG5,84.0,30865
regional-de-weekly-2021-10-14,5QO79kh1waicV47BqGRL3g,189.0,387465
regional-de-weekly-2021-07-01,7MAibcTli4IisCtbHKrGMh,171.0,417058
regional-gt-weekly-2021-12-23,6mmPpaltUZK7xjNlBPQQ0p,67.0,68721
regional-ph-weekly-2021-12-23,5ajjAnNRh8bxFvaVHzpPjh,170.0,224573
regional-gt-weekly-2021-12-23,43qcs9NpJhDxtG91zxFkj7,107.0,55250
regional-py-weekly-2021-12-23,47ZS1OjnJpJVfGN9yHXfMn,56.0,61112
regional-de-weekly-2021-03-25,6PA5kMfB3Hbi7rFFKiRIf4,50.0,826355
regional-ee-weekly-2021-12-23,09gysnJpfQ3ublBmJDfcEC,96.0,8054
regional-fi-weekly-2021-12-23,0iOx2T8EoeNOUsyoubzDMH,167.0,50072
regional-py-weekly-2021-12-23,2BEcap3xJtmiPaHKyfQi4e,16.0,172278
regional-de-weekly-2021-11-25,5enxwA8aAbwZbf5qCHORXi,94.0,676756
regional-vn-weekly-2021-12-23,6dkCXQoMZoEonJbbFYH83r,15.0,133688
regional-de-weekly-2021-01-28,1NP7bzm8UksJUWXsuFoOwE,102.0,535951
regional-fr-weekly-2021-12-23,1p9dxTMtG4gZpLp7yzvT54,109.0,475020
regional-de-weekly-2021-09-09,2qpZjutAe3pstQsjwSXQb4,178.0,422094
regional-ma-weekly-2021-12-23,0iuQntKlJ92zwbKGwFlsJS,152.0,14570
regional-de-weekly-2021-08-12,6Uj1ctrBOjOas8xZXGqKk4,59.0,778390
regional-cr-weekly-2021-12-23,3gA2qpAbnuKLQV8Q9ZtIcf,174.0,26783
regional-de-weekly-2021-06-17,6DiaHETMcKdX7FwuGXwp1O,13.0,1647680
regional-do-weekly-2021-12-23,0rsTDgGRlXKuzSAxcdb4Ns,140.0,18552
regional-br-weekly-2021-12-23,4iavXH4dDUMA8yAabnUhSI,136.0,1020684
regional-ua-weekly-2021-12-23,57V0VhEg1CAkPXeaCLikNW,22.0,74466
regional-de-weekly-2021-05-20,68OHWej2JvfhEPPE3MNWTB,42.0,1040894
regional-us-weekly-2021-12-23,3Wrjm47oTz2sjIgck11l5e,139.0,2031805
regional-de-weekly-2021-07-29,0vWUhCPxpJOJR5urYbZypB,190.0,405932
regional-de-weekly-2021-07-15,4pt5fDVTg5GhEvEtlz9dKk,6.0,2867721
regional-ec-weekly-2021-12-23,6KGGhJoXrztLp8ZT91zizs,177.0,43423
regional-ph-weekly-2021-12-23,21jGcNKet2qwijlDFuPiPb,152.0,246795
regional-it-weekly-2021-12-23,5VSmYYZYuSCSlOweGMpM1A,54.0,669523
regional-de-weekly-2021-10-07,2xwYEsJIXhbQdtHS0eLHF0,30.0,1279457
regional-ma-weekly-2021-12-23,6GRwvxuFVdpbngDYcqprZs,169.0,13945
regional-gr-weekly-2021-12-23,6qPU5i85Wh5UBy9MaaGIuJ,55.0,71306
regional-de-weekly-2021-01-07,5vGLcdRuSbUhD8ScwsGSdA,7.0,1464717
regional-de-weekly-2021-11-18,3cLXgIlvugVKpWBmO5v9oy,83.0,658801
regional-de-weekly-2021-11-11,7MC4XR9M9amdmKQr2iDF7i,179.0,397936
regional-za-weekly-2021-12-23,4iuNZTcvT9diFySSzVsnVS,134.0,29356
regional-de-weekly-2021-06-10,40mI1rlWiHarvMDtBvPnhW,134.0,504426
regional-de-weekly-2021-03-25,0KJKz1VuHL8A2JHvGiSGhD,134.0,491288
regional-pe-weekly-2021-12-23,3krzcyMKlRXjVkJFZqMN4t,193.0,97403
regional-at-weekly-2021-12-23,1r9xUipOqoNwggBpENDsvJ,32.0,153678
regional-ec-weekly-2021-12-23,6VOb0Kkrd45Bp5RHYSla2J,142.0,49206
regional-de-weekly-2021-01-07,0atjNG0rNW2m6zPaiK4Co7,143.0,411503
regional-de-weekly-2021-02-04,7hxHWCCAIIxFLCzvDgnQHX,28.0,1147709
regional-de-weekly-2021-09-16,6Dy1jexKYriXAVG6evyUTJ,22.0,1542904
regional-ie-weekly-2021-12-23,2dWNKXTs5z7Iu1g0kYh4Xe,55.0,128342
regional-th-weekly-2021-12-23,4fouWK6XVHhzl78KzQ1UjL,10.0,276438
regional-de-weekly-2021-03-04,6qNLO4HzHeVvHxTaCFMXrf,65.0,704117
regional-gt-weekly-2021-12-23,38RIEav39FGi86jppxO0du,104.0,55597
regional-de-weekly-2021-07-01,02MWAaffLxlfxAUY7c5dvx,97.0,623800
regional-sa-weekly-2021-12-23,7eJMfftS33KTjuF7lTsMCx,166.0,14552
regional-de-weekly-2021-04-01,0MuUSRBlStYNy0IeSrjmEu,58.0,797594
regional-de-weekly-2021-12-23,2knDuFWczh1Wv92eBAdPTa,179.0,539965
regional-de-weekly-2021-07-08,2LTVS5UzN2rcptBjfPYahR,90.0,690311
regional-ch-weekly-2021-12-23,1SC5rEoYDGUK4NfG82494W,67.0,88366
regional-es-weekly-2021-12-23,0e8nrvls4Qqv5Rfa2UhqmO,170.0,301529
regional-ua-weekly-2021-12-23,5Z9KJZvQzH6PFmb8SNkxuk,23.0,74170
regional-us-weekly-2021-12-23,2HbKqm4o0w5wEeEFXm2sD4,196.0,1728491
regional-de-weekly-2021-09-23,2USlegnFJLrVLpoVfPimKB,113.0,543460
regional-ae-weekly-2021-12-23,5E30LdtzQTGqRvNd7l6kG5,184.0,9560
regional-se-weekly-2021-12-23,2USlegnFJLrVLpoVfPimKB,79.0,319243
regional-pe-weekly-2021-12-23,5jzEwSyyymBlf1fa1o39T2,60.0,179780
regional-no-weekly-2021-12-23,6a1hzBiTkgqTsDA0Xgfh9z,106.0,144409
regional-de-weekly-2021-06-17,2xdwCJLfKCkat14mlgR26M,90.0,667205
regional-lu-weekly-2021-12-23,6sBWmE23q6xQHlnEZ8jYPT,36.0,9534
regional-de-weekly-2021-07-08,1J14CdDAvBTE1AJYUOwl6C,123.0,558745
regional-it-weekly-2021-12-23,5ngGfq9wGoZ0AhRgxDmEdq,197.0,285764
regional-de-weekly-2021-01-21,6ZuahEctZD6w75peme58hm,179.0,410703
regional-sk-weekly-2021-12-23,6VfCc6FJ6MxpM2Nr0nsbYj,82.0,40242
regional-pe-weekly-2021-12-23,4bF2y8rR7GUjrd5LNEvej3,47.0,231633
regional-de-weekly-2021-09-09,0xfMlIW8lS40qvpsUw1l0X,75.0,730673
regional-es-weekly-2021-12-23,1SC5rEoYDGUK4NfG82494W,132.0,362023
regional-be-weekly-2021-12-23,0rLLENEBErAJjcTFTnQxhq,,80523
regional-de-weekly-2021-10-28,50mQStZYV5QFgyGK9GOVZg,159.0,418229
regional-de-weekly-2021-06-24,4anxU7qrgbqyr6QRq415ha,76.0,713982
regional-de-weekly-2021-06-17,6xR3FozPJRyIlaNU48pXV7,130.0,525104
regional-gb-weekly-2021-12-23,6a1hzBiTkgqTsDA0Xgfh9z,43.0,1416451
regional-pa-weekly-2021-12-23,2K1CQMoG2Dy5nmeOYnhoi8,65.0,23148
regional-ro-weekly-2021-12-23,7oIUOqjNbFSLBw7X2XyDW5,69.0,33517
regional-th-weekly-2021-12-23,1r9xUipOqoNwggBpENDsvJ,63.0,117921
regional-pl-weekly-2021-12-23,6wjkcbNfl9qYUBRLSEXkgH,125.0,301935
regional-de-weekly-2021-11-04,2H7jZg2HliuQhZjfBblLrZ,23.0,1366279
regional-se-weekly-2021-12-23,00Blm7zeNqgYLPtW6zg8cj,116.0,233396
regional-de-weekly-2021-11-25,3iw6V4LH7yPj1ESORX9RIN,198.0,410979
