song_id,artist_name,song_name,genre,duration_ms,explicit,danceability,loudness,speechiness,acousticness,instrumentalness,valence
2CF0s1PAImWgGhEr7W6iY2,BHZ,Drink Ist Kalt,rap,187542.0,True,0.979,-10.277,0.0912,0.41200000000000003,0.000847,0.184
2CHoaNtGw6Bkqh5AyxfnPD,NGEE,Suche nach mehr,other,156632.0,True,0.619,-5.709,0.319,0.158,2.4e-05,0.556
2CIYemjFXdmCWpJnfbtrD6,Khalid,New Normal,pop,198765.0,False,0.39,-9.575,0.0709,0.08070000000000001,0.0,0.244
2CVChktEKBsM6v4IfdFU5k,dhruv,double take,other,171743.0,False,0.654,-11.163,0.0665,0.837,0.0,0.223
2CYVETnhM9aytqrazYYwrK,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),pop,277592.0,False,0.66,-6.269,0.0521,0.162,0.0,0.714
2CYnG4UCBBEKIiux3S0jBU,Kelly Clarkson,Under The Mistletoe - Bonus Track,pop,225688.0,False,0.437,-5.063,0.111,0.016800000000000002,0.0,0.704
2CdTLdDjwZdVcm0bresVWx,J Balvin,Otra Noche Sin Ti,reggaeton,228920.0,False,0.503,-7.564,0.164,0.0751,0.000234,0.441
2Cls50cqawAityFCvMEPzQ,Mäkki,Fyfyy,other,143644.0,False,0.802,-5.642,0.0604,0.176,0.0,0.508
2CoxJRIhTKvHyFIq9FcDO5,Kaleb J,It's Only Me - Studio Version,pop,203076.0,False,0.602,-13.333,0.0385,0.31,0.0,0.316
2CpaM8Mba4YCtRXtAE9OKU,Suvi Teräsniska,Taivas sylissäni,pop,291880.0,False,0.321,-10.226,0.0292,0.215,0.00015000000000000001,0.14100000000000001
2Ctj9DfXfh9kW3erTp907i,Disme,"Blueface (feat. Izi, Tedua)",other,222968.0,True,0.483,-4.404,0.07830000000000001,0.148,0.0,0.528
2D3OI4U7iR9sYZKyuxsqQk,Phil Lam,解答,other,227377.0,False,0.436,-8.568,0.040100000000000004,0.229,0.0,0.326
2DEZmgHKAvm41k4J3R2E9Y,Bad Bunny,Safaera,reggaeton,295177.0,True,0.607,-4.074,0.379,0.0103,0.0,0.685
2DPkmFqCCEIJGjlVnsPU7A,Mouh Milano,Deghri Deghri,other,226000.0,False,0.666,-11.647,0.0886,0.214,0.0022700000000000003,0.643
2DTpP3caqX3QdJIEoS83mD,Joyner Lucas,Your Heart,rap,198621.0,True,0.861,-7.7010000000000005,0.133,0.392,0.0,0.754
2DYzsMQpO7xOw7b3JwyIWP,Korol i Shut,Кукла колдуна,rock,202040.0,False,0.386,-4.76,0.0413,0.025900000000000003,0.0,0.635
2DkxWMmdvS3f5hbz4UGQLO,L.A.B.,Controller,other,275080.0,False,0.783,-10.531,0.0357,0.397,0.00039799999999999997,0.5720000000000001
2DnfYBSG1cEcEYieldgp2X,BEHM,Frida,pop,191675.0,False,0.673,-6.422,0.0264,0.187,0.0,0.743
2Doh4izLZGrUD3yOSs9y9G,Jhay Cortez,En Mi Cuarto,reggaeton,196200.0,True,0.798,-5.843,0.179,0.067,4.21e-05,0.159
2DuPBbS5mIldXnh7Wum8Cy,Adele,My Little Love,soul,389107.0,False,0.339,-10.661,0.055900000000000005,0.8290000000000001,0.0037700000000000003,0.10200000000000001
2Dv1CPIgX29t816ZLscdB2,Dadju,Mon soleil,hip hop,190758.0,False,0.656,-6.482,0.202,0.129,0.0,0.665
2DzEnsDbTLHwPuIMAB2z0P,Garry Sandhu,Feelinga,other,188000.0,False,0.71,-8.755,0.0656,0.23600000000000002,2.3899999999999998e-05,0.386
2E532ozrMbRXwuZkpoegUP,Skinnyfabs,happy,other,173182.0,False,0.736,-11.636,0.0269,0.537,0.0397,0.706
2E6BB9DvlEltjJfjSJLzFS,Chimbala,Se Me Nota (Agarrame) - Prod by B-One,reggaeton,180808.0,False,0.881,-3.7439999999999998,0.0745,0.228,0.000455,0.881
2EBnvom1dTybtm75a3Xh1T,Tate McRae,feel like shit,pop,204315.0,True,0.508,-7.158,0.0473,0.516,0.0,0.161
2EGgDjfNyCskVU0YArzB2D,Egill Ólafsson,Hátíð í bæ,folk,123205.0,False,0.41300000000000003,-13.289,0.06430000000000001,0.423,3.4399999999999996e-05,0.331
2ENHU0Zzp2BwZLr3Cyesc1,Danny Ocean,Tú no me conoces,reggaeton,149787.0,False,0.785,-6.603,0.0557,0.303,0.0,0.713
2EO2Ygkb3rjxExkpStXvyK,Mc Th,Vou Encher de Leite e Vou Mandar Pros Alemão - Eletrofunk,other,131077.0,True,0.908,-2.412,0.082,0.28400000000000003,1.57e-05,0.436
2ERZ0YZSFysdePb3G7t0p4,Gwangil Jo,Thorn (Prod. CODE KUNST),rap,278600.0,False,0.561,-4.862,0.371,0.0942,0.0,0.358
2ET8K5jJLaCCRn7M6u2ExO,kouz1,TKT,pop,169946.0,False,0.496,-9.072,0.249,0.314,3.1e-05,0.634
2EU1uVEUCgSA5aiBiHJDAk,Kaho Hung,逆時車站,other,200162.0,False,0.53,-7.644,0.029300000000000003,0.79,0.0,0.393
2EZtTS76x5M6hK96CLclPd,2T,Liệu Giờ,hip hop,258668.0,False,0.658,-7.721,0.041,0.531,3.39e-05,0.47200000000000003
2EbglAExnyDNFhjDa4tMAy,Batuhan Kordel,Sıcak Şarap,other,149397.0,False,0.685,-16.513,0.0318,0.778,0.0063,0.756
2EgLc1ac8D2PRIoOc0MWhA,Balti,Ena,rap,312111.0,False,0.7020000000000001,-6.761,0.10300000000000001,0.07060000000000001,0.000356,0.868
2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,other,126267.0,False,0.589,-8.749,0.0502,0.614,0.0,0.898
2EmEXCi8ue7p5Xqmqz10kW,Michael Bublé,Let It Snow! - 10th Anniversary,other,159629.0,False,0.558,-5.114,0.0478,0.631,0.0,0.5760000000000001
2ErFIh3DjOOD4XpEpOeezg,MC 張天賦,Good Time,other,166209.0,False,0.5700000000000001,-6.197,0.0659,0.162,0.0,0.665
2Evj4o2ce0hhfJLThhahVg,Kontra K,Babylon,rap,189181.0,False,0.511,-7.355,0.158,0.262,2.58e-06,0.465
2ExMyvTPD9nsEBgq80zQQB,Adham Nabulsi,Khayef,other,195576.0,False,0.457,-8.174,0.0534,0.7000000000000001,4.31e-06,0.262
2F5RaL5gh6tBFyAVudaIqs,Ren Ran,无人之岛,other,285234.0,False,0.461,-7.845,0.035,0.391,7.75e-06,0.243
2FCV8dhMiAl3fNifmx1Q3m,Saad Lamjarred,Enty Hayaty,pop,255979.0,False,0.6920000000000001,-8.357,0.0441,0.0772,0.0,0.483
2FCXQHugkoHE1K3tiDu8pu,Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",other,341055.0,False,0.562,-8.744,0.032600000000000004,0.557,0.000268,0.41500000000000004
2FDFz5TuYlpP180AUicAcl,Vicente Fernández,Aca Entre Nos,latin,195373.0,False,0.40700000000000003,-6.661,0.06280000000000001,0.529,0.0,0.47100000000000003
2FHexlZenTsS3lsjUYHiDx,ZUTOMAYO,正しくなれない,indie,240067.0,False,0.648,-3.959,0.0361,0.036000000000000004,5.46e-06,0.484
2FLjZ5a6C0Lf380UTJqH2a,Alvaro Soler,Mañana,pop,212173.0,False,0.705,-5.194,0.0747,0.197,0.0,0.8240000000000001
2FMi26sVkDIPmJTqv1JNg2,LEA,Parfum,pop,186320.0,False,0.577,-6.165,0.085,0.266,0.0,0.382
2FMwWEcq2uWnc6ILvodlta,Dudu Tassa,מעליות,rock,182480.0,False,0.607,-8.303,0.0307,0.721,0.0,0.41600000000000004
2FQRZLR31e3423Nmrgv0Pv,KUMMER,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),rap,171723.0,False,0.643,-6.724,0.21,0.117,0.0,0.628
2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,pop,262960.0,False,0.735,-12.472,0.029300000000000003,0.189,2.48e-06,0.9470000000000001
2FSGUA0gFgGeQdprjtGM2M,KAROL G,EL MAKINON,reggaeton,209160.0,False,0.635,-3.224,0.125,0.256,0.0,0.443
2FUFFJNRIr0XnWWlL3zfYb,SIX60,Raining,other,182325.0,False,0.658,-4.851,0.0441,0.23,0.00044199999999999996,0.5750000000000001
2FWBdovgRvBSzA1JESUe0D,JustaTee,Làm Gì Phải Hốt,pop,189297.0,False,0.932,-6.429,0.133,0.292,0.0,0.612
2FabnqpCzc59bbFo5kw4IF,Eladio Carrion,Touch Your Body,latin,147692.0,True,0.747,-8.118,0.397,0.368,0.0,0.322
2FaquTc3FYvNm7RuO1gD6O,Tulus,Langit Abu-Abu,other,202951.0,False,0.485,-10.7,0.058,0.91,0.0,0.366
2FgDWCqMCIAATvqr9ozeYm,Hins Cheung,櫻花樹下,pop,249987.0,False,0.41500000000000004,-5.022,0.027800000000000002,0.659,0.0,0.30000000000000004
2FgmDd6M9OM9CjKHn9ckxU,Perdenin Ardındakiler,Kalbinde Birileri Var,rock,197703.0,False,0.527,-10.077,0.029,0.492,0.0035800000000000003,0.13
2FkCxMgyjqvKwV0wqKb3vF,ElGrandeToto,Obscurité (feat. Hamza),rap,285560.0,True,0.747,-8.346,0.0434,0.371,2.13e-06,0.624
2Fv2injs4qAm8mJBGaxVKU,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",other,284780.0,False,0.427,-7.556,0.0366,0.736,0.0,0.306
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,pop,194088.0,False,0.7010000000000001,-10.965,0.375,0.328,0.13,0.562
2GHjwBq68LCwjVbtryr5Eh,OMG,Schmerz,electronic,122378.0,True,0.877,-8.943,0.0799,0.20600000000000002,0.0,0.714
2GJAmJLpWQrAIoGkAn6GXp,Fler,SIE WEISS WIE,rap,186353.0,True,0.662,-6.203,0.0492,0.23800000000000002,0.0,0.507
2GK3qCHRnRLs3wxdvKQ3Zr,El Alfa,Este Tema Maste,reggaeton,204828.0,True,0.921,-6.218,0.11,0.19,0.0199,0.833
2GMaUElk3p5Jzu0DCmjtc6,Dante YN,PIKACHU,other,119095.0,True,0.966,-8.72,0.266,0.0171,0.0,0.8280000000000001
2GNTDHhyRGkIWfGdjlmb06,Wegz,ساليني,hip hop,174479.0,False,0.66,-11.082,0.32,0.741,0.0,0.223
2GOnF9OwX7CSCHzinCr3VY,Light,Neymar,folk,211385.0,True,0.842,-6.556,0.138,0.36,0.0,0.40700000000000003
2GPTiPR5db727wu1tFvFt4,Kanye West,New Again,hip hop,183297.0,False,0.679,-5.17,0.189,0.066,0.0,0.295
2GYHyAoLWpkxLVa4oYTVko,Stromae,Alors on danse - Radio Edit,electronic,206067.0,False,0.791,-9.206,0.07930000000000001,0.0994,0.00203,0.714
2GZmcIwvFeu3NgKu1HJL4u,Feid,14 De Febrero,latin,158413.0,False,0.5640000000000001,-5.477,0.048100000000000004,0.805,0.0,0.72
2GajeoOS17ifAmYX8xxPZw,Benny Jamz,Ibiza,rap,219072.0,False,0.882,-6.539,0.259,0.125,0.0,0.40700000000000003
2Gazl1MAVX8vmo8E659Vq8,My Anh,Real Love - The Heroes Version,other,243934.0,False,0.781,-4.647,0.0414,0.515,0.0,0.5670000000000001
2Gd0oV24QsH0zb9nKFx7s5,Hov1,Gamora,rap,165253.0,True,0.648,-5.359,0.155,0.10300000000000001,0.0,0.836
2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Electric Love,pop,218107.0,False,0.611,-7.627,0.0533,0.005430000000000001,0.0013700000000000001,0.518
2Gjt4rUHBUH0rMKpBg0hF4,Malu,Disco Arranhado - Funk Remix,pop,125558.0,False,0.747,-2.564,0.363,0.551,0.0,0.904
2Gmyw5Vg2X5YW2lM3OC7nD,yama,春を告げる,other,196497.0,False,0.548,-5.377,0.123,0.0397,0.0,0.487
2GqCEJpzmD81AJ2H0Hyz5T,MC Kaique da VP,Taca a Xereca pra Mim,other,260833.0,True,0.9530000000000001,-7.409,0.061,0.0184,0.0,0.491
2GxR28DVvyvL5VX6H45Wa0,Abdullah Al Farwan,بتروح عادي,other,196178.0,False,0.441,-6.872,0.08,0.666,7.94e-06,0.749
2GytWjjC7ZRekLv68bUDn9,Kaleb Di Masi,EIA,reggaeton,165340.0,False,0.855,-8.14,0.379,0.20400000000000001,2.55e-06,0.682
2H1hYPeKgIQAp439cx7GsX,Busta 929,Umsebenzi Wethu,other,381087.0,False,0.868,-9.767,0.07830000000000001,0.0012300000000000002,0.0281,0.537
2H4SvdfK9ret8B4cjNvrum,Eladio Carrion,Socio,latin,253500.0,True,0.486,-6.741,0.28800000000000003,0.604,0.0,0.5740000000000001
2H7jZg2HliuQhZjfBblLrZ,Pashanim,Sommergewitter,rap,138533.0,False,0.787,-10.569,0.101,0.132,0.0009400000000000001,0.721
2HJg61Sjr6q6ynXbWZgNXF,No.1,Dünya Gül Bana,other,282986.0,True,0.617,-8.166,0.126,0.435,0.0013700000000000001,0.552
2HNT7KzGP8POj54Js3T2hl,Eddin,Du,hip hop,172498.0,False,0.732,-7.915,0.0408,0.47200000000000003,1.9e-06,0.665
2HSmyk2qMN8WQjuGhaQgCk,Drake,Champagne Poetry,hip hop,336511.0,True,0.423,-7.012,0.326,0.758,0.0,0.496
2HTL8rQMv4gBxljw4p0Y6P,Tedi Aleksandrova,Avtomata,pop,229929.0,False,0.8320000000000001,-4.243,0.06420000000000001,0.022500000000000003,2.26e-06,0.901
2HbKqm4o0w5wEeEFXm2sD4,Kendrick Lamar,Money Trees,hip hop,386907.0,True,0.716,-7.355,0.122,0.0703,0.0,0.34400000000000003
2Ho2vEEJAZOAnpxl9GsFYR,Mc Danone,Pegada de Malvado,other,108000.0,True,0.9390000000000001,-2.3609999999999998,0.0671,0.745,0.0,0.682
2HolBGR6tpiWI80MXoV1dJ,Doja Cat,Payday (feat. Young Thug),pop,212947.0,True,0.619,-5.791,0.0499,0.0366,7.54e-05,0.558
2I2oxOQnyGl7X2t4YSS0uK,Bausa,Centre Court,hip hop,198592.0,True,0.5660000000000001,-5.815,0.058,0.137,0.107,0.154
2IAR0DziHCjSu16gR4ihvy,Bruno Major,Nothing,soul,162797.0,False,0.555,-15.892,0.0884,0.931,0.536,0.274
2IEWP8OvgxXZcpx7h2rFF4,Sharmoofers,Arosty,other,190965.0,False,0.772,-8.534,0.041100000000000005,0.11,0.0,0.843
2IL2asrtx7XM1y8fu2RMnR,Da-iCE,CITRUS,japanese,248653.0,False,0.549,-2.526,0.0459,0.22,0.0,0.739
2ILHXpt71eq7mmUPhXONkL,Björgvin Halldórsson,Dansaðu vindur,pop,190893.0,False,0.242,-9.146,0.0354,0.811,2.61e-06,0.303
2IMrzJTRHGndoUbM39QIJ7,shadowraze,1000-7,other,127139.0,True,0.732,-4.206,0.201,0.00842,0.0017200000000000002,0.431
2INWHGzw5qTbdeLDARChfe,Kambulat,Привет,other,128471.0,False,0.676,-8.971,0.042,0.532,0.0,0.37
2ISglgxR4TxUXxrA5Iqwzr,Vaundy,世界の秘密,japanese,221250.0,False,0.683,-6.749,0.0614,0.14200000000000002,0.0,0.8230000000000001
2IWBpGLJaSj0nZptIDtjnx,Abudu,Baisūs Būgnai ir Trys Natos,indie,198496.0,False,0.5670000000000001,-7.2780000000000005,0.0443,0.012400000000000001,0.000106,0.41400000000000003
2IePEfMAtqWS6rLXXFZIgI,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",rap,224042.0,True,0.792,-5.218,0.0623,0.116,0.0,0.40800000000000003
2Igem6Q4sfvXGJ3JkG7Baw,Migos,Modern Day,hip hop,241790.0,True,0.87,-7.598,0.279,0.17300000000000001,0.0,0.512
2Ih217RCGAmyQR68Nn7Cqo,Ice Cube,You Know How We Do It,rap,232773.0,True,0.747,-10.523,0.0357,0.09770000000000001,0.053700000000000005,0.601
2IjdadUTHEJziiFkFMq48t,Helga Möller,Heima um jólin,other,184552.0,False,0.7030000000000001,-11.215,0.029400000000000003,0.448,0.000135,0.912
2InKuNaoyiBDf4dmr780BZ,Le classico organisé,Cœur de pirate,other,365320.0,True,0.8260000000000001,-5.596,0.06720000000000001,0.0765,0.0,0.654
2IoZMG3RqiTmsy7Li3zGFg,Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")",other,193356.0,False,0.376,-5.713,0.041100000000000005,0.558,0.0,0.646
2IwpIyyFlNYhwLW5ZeHxNe,Mata,Nasza klasa ale to DRILL,hip hop,223907.0,True,0.749,-8.975999999999999,0.17,0.427,0.000103,0.711
2J0TRU2EDG29qlmxdGa4xa,TWICE,SCIENTIST,korean,194600.0,False,0.786,-3.74,0.0675,0.0487,0.0,0.649
2J25zvoM9fD8M8dGfdqvek,Kaly Ocho,Piri Bambam,other,174940.0,True,0.735,-8.246,0.28400000000000003,0.0058000000000000005,0.00481,0.5720000000000001
2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,indie,217747.0,False,0.468,-4.839,0.0779,0.112,0.00037299999999999996,0.26
2J8opqmw0A6XPI2wIA8DnB,Kontrafakt,Ja Som Ťa Varoval,hip hop,145500.0,True,0.666,-4.745,0.254,0.224,0.0,0.514
2JAaVRBZRAXBzHTIMgR436,KC Rebell,Money Movez,rap,167760.0,True,0.9420000000000001,-6.783,0.23700000000000002,0.184,0.00738,0.885
2JEOc9AyetyCtLKco6o5p5,Sena Şener,Sevmemeliyiz,rock,358209.0,False,0.604,-7.29,0.028,0.6960000000000001,2.65e-06,0.228
2JErCJJn4NlQHH4xfUfqum,Montez,Auf & Ab - Piano Version,other,187094.0,False,0.598,-6.411,0.042800000000000005,0.843,0.0,0.463
2JJSGhPpATm8lXeYjD95fw,Bobby Pulido,Desvelado,other,221227.0,False,0.676,-8.987,0.046,0.0361,0.0,0.899
2JNzo5lIfJNFXV1ttcLD7r,ABBA,I Can Be That Woman,pop,241893.0,False,0.588,-11.302,0.0337,0.837,0.0,0.366
2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,reggaeton,206710.0,True,0.644,-4.601,0.11800000000000001,0.276,0.0,0.44
2JRwJCjJN8cFB9zfmKUIK9,Clueso,Hotel California (feat. Bausa),hip hop,166100.0,False,0.833,-5.107,0.327,0.255,0.0,0.806
2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,other,166838.0,False,0.582,-2.118,0.0858,0.449,0.0,0.9390000000000001
2JVqeS775ieSyzI2vfIVve,Kool Savas,Brechen Mich Nicht,rap,151910.0,True,0.607,-5.901,0.382,0.13,0.0,0.446
2JWwfSpvjgl9wpSgM8oNJo,Kizo,Król balu,hip hop,161032.0,True,0.788,-6.518,0.423,0.513,8.53e-06,0.338
2JfguQBeDKvJhzT8Ysf5Vj,Khanyisa,Bheka Mina Ngedwa,other,475752.0,False,0.721,-12.384,0.050300000000000004,0.00653,0.543,0.40800000000000003
2Jh2xFTzFp2U8xqDv31xjh,DMS,UOU,hip hop,220787.0,True,0.856,-10.671,0.114,0.332,0.0009329999999999999,0.179
2JiHR4gCDjXwYVRDmwdk95,Ed Sheeran,Tides,singer songwriter,195760.0,False,0.631,-3.971,0.043300000000000005,0.0167,0.0,0.427
2JjDXcC82gp21CV2WxP10k,Gettomasa,Muijii stadis,hip hop,243840.0,False,0.857,-7.236,0.0728,0.051800000000000006,0.0176,0.191
2Jn6Aiv9uOkNcPa1kHNCpc,Albe,Millevoci,other,182951.0,False,0.607,-6.004,0.108,0.492,0.0,0.322
2Jr5Z8VTNa3bPAlbBk6n6k,Saske,Dokimase Ton,hip hop,173333.0,True,0.618,-7.616,0.34800000000000003,0.182,0.000958,0.66
2JzXBqTIVHYX43t7EcLyMs,SUPER-Hi,Following The Sun,other,206227.0,False,0.733,-4.432,0.033,0.394,0.0252,0.722
2K1CQMoG2Dy5nmeOYnhoi8,J Balvin,Poblado - Remix,reggaeton,392867.0,False,0.8130000000000001,-5.382,0.0809,0.112,1.59e-06,0.632
2K7r0SujVkBGOj0JaOAZvg,Strange Fruits Music,Calabria (feat. Lujavo & Nito-Onna),electronic,128500.0,False,0.727,-3.408,0.064,0.015300000000000001,0.55,0.372
2KEp5fdT0RO9gu4Kkk39oT,Bushido,Nie ein Rapper 3,rap,242667.0,True,0.609,-4.54,0.135,0.0246,0.0,0.589
2KN4TJhbeivQEbX4czYmfw,Carakukly,תשע נשמות,pop,202500.0,False,0.72,-7.069,0.0454,0.513,0.0,0.6980000000000001
2KUTDIXO3sxrR5FJw6AndI,Kontrafakt,Reklama na Rap,hip hop,171200.0,True,0.772,-5.736,0.325,0.159,0.0,0.642
2KYqznAnAVkbeSNjpgVR25,Baggalútur,Heims um bóleró,other,266560.0,False,0.459,-10.746,0.0368,0.0522,0.0663,0.435
2KaIIKgiIKoAzZFYaWYexc,Bushido,Narben,rap,193507.0,True,0.682,-4.756,0.228,0.182,0.0,0.391
2KcNrONbZ0hvBPjvrDO2tx,Myke Towers,ALMAS GEMELAS,reggaeton,235411.0,False,0.793,-4.579,0.057100000000000005,0.182,0.00018899999999999999,0.716
2KdNA5tgoeRWv7d4Z66GaS,NiziU,Take a picture,japanese,181373.0,False,0.733,-4.09,0.058600000000000006,0.043500000000000004,0.0006889999999999999,0.774
2KdcUxAJWAARnGTWmSWxwu,chiello,Quanto ti vorrei,other,180343.0,False,0.47600000000000003,-5.769,0.033600000000000005,0.00721,1.81e-06,0.756
2KnLkZ3z7PO3kgVGHGqDpD,Shawn Mendes,It'll Be Okay,pop,222800.0,False,0.398,-11.881,0.033,0.616,0.000146,0.0666
2KnTkLoq0MZKIR8GrCdUCH,Pil C,ŽIVOT JE ZVLÁŠTNY,hip hop,159614.0,False,0.771,-7.933,0.201,0.128,1.19e-05,0.317
2KnZ3KmkarHJM6F1t6vdk2,Ninho,Mood,hip hop,173073.0,True,0.8290000000000001,-5.934,0.384,0.319,0.0,0.331
2KnuaZYoGzDoHiBTNYOTXG,Billie Eilish,Billie Bossa Nova,pop,196731.0,False,0.895,-11.036,0.11,0.222,0.0346,0.549
2KogAeAixsmxIzDmMHKhjY,Terence Lam,下一位前度 in Ab major,pop,275321.0,False,0.591,-9.737,0.028300000000000002,0.637,0.0,0.354
2Kouu3rnDZ5ZVqWtPEAsGo,Vesa-Matti Loiri,Sydämeeni joulun teen,other,198200.0,False,0.17500000000000002,-10.127,0.032600000000000004,0.795,0.161,0.312
2KqRs4eFBBo4xkZWbZhGPc,Suzan & Freek,Dromen In Kleur,pop,201903.0,False,0.621,-9.51,0.0334,0.68,0.0,0.339
2KsVKLUuoPbRnpEQJ7vygp,Tuna,יודעת לסובב,pop,202167.0,True,0.66,-8.779,0.14200000000000002,0.131,1.08e-06,0.631
2KxXMdqOwh8v26saGBGlK3,Bokoesam,50 Cent (feat. Yung Felix),other,127500.0,True,0.882,-6.898,0.0555,0.0998,0.0,0.5640000000000001
2L2GhuStBE51PXZrrcDn9A,Á Móti Sól,Þegar jólin koma,pop,298423.0,False,0.539,-8.091,0.025500000000000002,0.0984,0.0,0.259
2L2iWhBsyosVcxx36iurfa,fem.love,1000-7,other,117356.0,True,0.517,-4.801,0.0396,0.057,0.0,0.242
2L95U6syP0bV3fkYYOzmiW,El Alfa,La Mamá de la Mamá,reggaeton,219000.0,True,0.922,-3.025,0.105,0.28300000000000003,0.0033100000000000004,0.796
2L9QLAhrvtP4EYg1lY0Tnw,Dean Martin,Rudolph The Red-Nosed Reindeer,other,135760.0,False,0.47800000000000004,-16.768,0.0332,0.919,0.0,0.857
2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,electronic,260253.0,False,0.586,-7.163,0.061500000000000006,0.111,0.0,0.508
2LGHc5OI7tWamZd7JoOfll,Sexmane,Vastaaja (feat. Ege Zulu & Pessa),rap,186421.0,False,0.84,-6.219,0.145,0.054,0.00388,0.5760000000000001
2LJRoFOtMGLnSxJqlJuhge,Gerardo Ortiz,Tranquilito,latin,164360.0,False,0.858,-4.058,0.0286,0.518,0.0,0.909
2LTVS5UzN2rcptBjfPYahR,Capo,MAHALLE,hip hop,176193.0,False,0.706,-9.109,0.049800000000000004,0.201,4.69e-06,0.372
2LX16d9LWQxmlUiOfxHKYO,Ngọt,Em Trang Trí,indie,165977.0,False,0.6890000000000001,-10.246,0.027700000000000002,0.448,0.554,0.354
2LXOSAYiSrTfIf8smheLaz,MC Davo,¿Quién Te Crees?,hip hop,185493.0,False,0.747,-5.302,0.216,0.058300000000000005,0.0,0.538
2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,rock,160133.0,False,0.741,-7.028,0.027700000000000002,0.0664,2.28e-05,0.774
2Lhdl74nwwVGOE2Gv35QuK,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,hip hop,243773.0,False,0.72,-6.938,0.12,0.23700000000000002,0.0,0.619
2LoGv4HSbilp1SVoQ10Qw6,ØZI,B.O.,other,237407.0,False,0.772,-8.735,0.124,0.556,0.0,0.794
2LpFMAlxhyE5xwJjEg8fbk,Play69,WEG VON DIR (feat. CALO),other,173093.0,False,0.6910000000000001,-6.147,0.439,0.396,0.0,0.592
2LuBVfML3jK93lgUVF6ZjO,Viktor Sheen,"Příběhy, sny",hip hop,134237.0,True,0.799,-9.287,0.054700000000000006,0.445,0.0,0.221
2M6CW6093pmutJWMRfCfxt,KAYEF,2 UHR NACHTS,hip hop,147413.0,False,0.652,-5.943,0.312,0.222,0.0,0.8190000000000001
2MF33zeXjLsKxlK75hDtDl,Draganov,Kssiriri,other,180000.0,True,0.76,-12.283,0.156,0.28700000000000003,0.0,0.618
2MHGIiWus5xHykiZGuDtNe,Sean,Em Thích,other,176151.0,False,0.611,-12.065,0.226,0.6880000000000001,0.0,0.156
2MHiE76HdeJznaQtrLwBug,Mads Langer,I En Stjerneregn Af Sne - Fra julekalenderen 'Tvillingerne og Julemanden',singer songwriter,204947.0,False,0.44,-5.371,0.049300000000000004,0.318,0.0,0.298
2MJFWOdYxj8QohXPw2nB3y,Gestört aber GeiL,Not Lonely,house,149280.0,False,0.674,-4.334,0.183,0.0864,0.0006500000000000001,0.356
2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,soul,170345.0,False,0.8130000000000001,-5.926,0.0349,0.777,0.0,0.667
2MPeYlokL1OytdERjqzfIj,KiROT,Kas Sa Elad Enam?,other,159500.0,False,0.614,-4.002,0.0488,0.36,0.0,0.49
2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,other,140942.0,False,0.606,-6.201,0.0565,0.556,0.0,0.798
2MZrOmrVxRmmOoFW6dhenG,NF,LOST,hip hop,234852.0,False,0.637,-3.123,0.308,0.352,0.0,0.451
2MaVjzNUXijqQM9ULZMRzq,Adham Nabulsi,Han AlAn,other,220725.0,False,0.659,-6.138,0.094,0.382,0.0,0.619
2MeEuwplwbbjZ7hxRI6viw,Grupo Firme,El Güero (Feat. Marca MP),other,213254.0,False,0.625,-5.531,0.0618,0.417,0.0,0.846
2Mhn2jv81zNuuRvdlYOYlM,Benab,Mon poto,other,199353.0,True,0.84,-5.539,0.057600000000000005,0.23900000000000002,0.000493,0.293
2MjpqyEA73TzenhDmj0RFN,Hoang Ton,Tình Yêu Ngủ Quên,other,177600.0,False,0.803,-5.41,0.031,0.7020000000000001,0.0,0.7030000000000001
2MlOUXmcofMackX3bxfSwi,Master KG,Jerusalema (feat. Nomcebo Zikode),house,342613.0,False,0.88,-7.012,0.0505,0.018500000000000003,8.68e-06,0.8270000000000001
2Mn1UQics0dmGCMtpFeyJ8,Calin,Podvod (Píseň k filmu Shoky & Morthy: Poslední velká akce),hip hop,231273.0,False,0.707,-8.103,0.034300000000000004,0.743,5.62e-06,0.396
